# column 1: time [ps]
# column 2: msd xyz [A^2]
# column 3: msd x [A^2]
# column 4: msd y [A^2]
# column 5: msd z [A^2]
# column 6: number of samples [-]
5078.12 3.36004e+06 1.06541e+06 1.08376e+06 1.21086e+06 (count: 4840)
5468.75 3.61799e+06 1.14696e+06 1.16415e+06 1.30688e+06 (count: 4820)
5859.38 3.87226e+06 1.22732e+06 1.24134e+06 1.40359e+06 (count: 4800)
6250 4.13343e+06 1.31241e+06 1.3212e+06 1.49982e+06 (count: 4780)
6640.62 4.39423e+06 1.39783e+06 1.40146e+06 1.59494e+06 (count: 4760)
7031.25 4.64654e+06 1.47827e+06 1.47864e+06 1.68963e+06 (count: 4740)
7421.88 4.89654e+06 1.55701e+06 1.54936e+06 1.79017e+06 (count: 4720)
7812.5 5.14489e+06 1.63705e+06 1.62105e+06 1.88678e+06 (count: 4700)
8203.12 5.39693e+06 1.71891e+06 1.69355e+06 1.98447e+06 (count: 4680)
8593.75 5.65159e+06 1.80225e+06 1.76769e+06 2.08165e+06 (count: 4660)
8984.38 5.89901e+06 1.88104e+06 1.83814e+06 2.17983e+06 (count: 4640)
9375 6.14461e+06 1.95988e+06 1.90964e+06 2.27508e+06 (count: 4620)
9765.62 5.85774e+06 1.81393e+06 1.72479e+06 2.31902e+06 (count: 180)
